date,close,start,high,low,volume
2008-08-01,201.43,202.1,203.23,199.83,71.7
2008-07-31,204.12,202.8,205.12,202.07,79.98
2008-07-30,201.82,203.23,203.84,201.12,96.52
2008-07-29,199.9,200.45,200.7,196.77,82.78
2008-07-28,203.97,205.62,205.82,202.71,78.76
2008-07-25,204.27,204.13,206.3,203.13,77.78
2008-07-24,208.34,205.12,208.65,205.08,111.8
2008-07-23,203.64,202.85,204.72,201.81,109.33
2008-07-22,199.77,198.18,200.06,198.05,71.18
2008-07-21,200,195.72,201.08,195.62,99.85
2008-07-18,192.86,197.01,197.06,192.02,84.52
2008-07-17,194.89,197.03,197.57,194.8,92.62
2008-07-16,192.48,193.96,195.36,190.02,104.07
2008-07-15,193.01,198.01,198.04,192.51,98.23
2008-07-14,199.12,199.63,202.22,198.51,74.34
2008-07-11,200.12,197.1,201,194.99,102.94
2008-07-10,196.34,191.85,197.23,191.54,118.57
2008-07-09,194.61,199.64,200.44,194.61,107.71
2008-07-08,196.52,202.05,202.05,193.74,106.18
2008-07-07,202.34,200.63,203.18,199.59,83.54
2008-07-04,201.74,205.45,205.97,201.25,83.46
2008-07-03,205.71,203.73,207.3,202.76,106.81
2008-07-02,207.96,212.75,213.19,206.04,101.12
2008-07-01,213.02,213.64,214.5,210.74,78.94
2008-06-30,213.52,214.33,215.63,213.09,70.14
2008-06-27,214.59,213.45,214.93,212.91,72.2
2008-06-26,219.12,218.93,221.45,218.7,74.44
2008-06-25,218.95,217.91,218.95,215.88,84.02
2008-06-24,217.97,217.31,218.81,216.62,70.87
2008-06-23,218.51,217.19,219.45,215.83,68.56
2008-06-20,220.57,223.59,223.96,219.56,79.06
2008-06-19,222.03,224.13,224.31,220.85,88.22
2008-06-18,226.6,222.87,226.82,222.45,88.92
2008-06-17,223.66,225.65,225.76,221.96,99.32
2008-06-16,224.91,225.06,225.89,223.82,106.61
2008-06-13,222.79,223.26,224.4,220.45,105.94
2008-06-12,221.17,223.89,224.66,221.17,119.51
2008-06-11,227.42,227.36,228.22,224.69,82.34
2008-06-10,226.56,231.83,231.95,225.43,92.46
2008-06-09,231.35,228.95,231.78,228.64,81.82
2008-06-05,234.76,234.44,235.04,232.61,91.2
2008-06-04,235.09,233.46,235.43,232.33,73.7
2008-06-03,233.14,234.83,235.51,232.55,79.78
2008-06-02,236.78,236.91,237.67,234.6,77.41
2008-05-30,237.46,236.96,237.79,235.11,104.09
2008-05-29,236.39,232.98,236.76,232.97,97.37
2008-05-28,231.17,235.43,235.45,230.58,83.73
2008-05-27,233.97,231.39,234.01,231.32,77.77
2008-05-26,230.43,232.13,233.17,229.05,84.11
2008-05-23,234.14,235.38,236.02,233.84,80.48
2008-05-22,235.31,234.3,235.71,232.1,101.12
2008-05-21,237.15,237.29,239.14,236.82,105.95
2008-05-20,240.62,242.61,243.14,238.39,97.24
2008-05-19,242.67,244.05,245.17,241.29,110.81
2008-05-16,243.54,244.16,245.21,242.53,114.94
2008-05-15,243.11,238.12,243.38,238.08,125.89
2008-05-14,237.04,236.72,237.65,234.91,111.62
2008-05-13,237.02,234.82,237.05,232.71,97.44
2008-05-09,233.98,238.07,238.11,233.17,97.74
2008-05-08,237.37,235.55,238.43,235.3,116.21
2008-05-07,238.66,239.87,240.56,236.81,128.68
2008-05-06,239.53,238.16,239.55,237.24,108.76
2008-05-02,238.18,238.74,238.76,237.54,99.14
2008-04-30,235,232.76,235.19,232,91.76
2008-04-29,233.24,235.69,236,232.14,87.3
2008-04-28,234.97,235.19,235.66,233.71,128.63
2008-04-25,234.56,232,234.65,232,106.7
2008-04-24,230.77,231.58,232.3,229.85,101.38
2008-04-23,230.56,228.59,231.96,228.56,108.06
2008-04-22,229.22,230.86,231.31,228.92,105.76
2008-04-21,231.11,230.24,231.48,229.87,98.69
2008-04-18,227.25,227.48,228.4,226.26,92.25
2008-04-17,226.98,228.68,228.88,226.51,97.72
2008-04-16,225.36,225.63,226.75,224.86,94.24
2008-04-15,223.51,224.83,225.51,222.66,88.58
2008-04-14,224.54,224.35,225.58,223.17,113.64
2008-04-11,228.8,226.86,228.81,225.98,112.1
2008-04-10,226.44,223.67,226.58,222.38,87.92
2008-04-08,225.1,227.22,227.28,224.24,83.43
2008-04-07,227.79,227.25,229.66,226.48,103.56
2008-04-04,226.95,226.87,227.56,226.02,102.51
2008-04-03,226.99,224.29,227.31,223.84,105.86
2008-04-02,223.76,222.63,223.8,222.4,147.6
2008-04-01,217.81,217.23,219.73,216.3,126.73
2008-03-31,217.65,217.69,218.43,215.18,106.04
2008-03-28,217.22,213.22,217.75,213.14,91.66
2008-03-27,213.85,213.28,214.04,211.72,76.24
2008-03-26,214.41,213.92,214.64,212.92,86.53
2008-03-25,213.73,213.92,214.65,212.82,92.27
2008-03-24,211,210.76,212.04,209.55,78.64
2008-03-21,209.69,209.3,209.7,207.89,87.88
2008-03-20,206.62,203.81,206.86,202.42,80.87
2008-03-19,206.48,206.83,207.72,205.43,94.99
2008-03-18,201.79,201.19,202.01,198.79,89.31
2008-03-17,199.68,201.36,201.37,194.85,98.48
2008-03-14,202.63,207.4,207.49,200.01,98.89
2008-03-13,204.42,210.16,210.19,203.79,97.56
2008-03-12,210.49,213.8,214.09,210.27,89.31
2008-03-11,208.06,203.6,208.47,203.28,81.54
2008-03-10,206.29,206.7,208.95,205.79,75.43
2008-03-07,210.57,212.84,212.84,208.78,79.66
2008-03-06,214.92,212.7,216.43,212.54,99.73
2008-03-05,212.14,212.64,213.36,210.89,82.1
2008-03-04,212.14,212.29,213.59,210.65,69.86
2008-03-03,211.73,212.25,212.25,209.77,75.14
2008-02-29,216.85,217.93,218.52,216.46,70.67
2008-02-28,220.59,219.44,221.29,217.67,76.16
2008-02-27,218.87,219.44,220.42,218.04,79.32
2008-02-26,217.22,219.07,219.4,216.63,76.48
2008-02-25,217.07,215.62,217.52,215.52,69.03
2008-02-22,213.73,214.09,214.09,211.77,66.97
2008-02-21,216.38,216.4,217.42,214.95,68.81
2008-02-20,213.84,216.12,218.01,213.19,89.18
2008-02-19,218.37,218.11,219,216.96,84.18
2008-02-18,215.46,216.14,217.79,213.26,74.48
2008-02-15,215.38,212.8,215.73,212.15,80.17
2008-02-14,216.2,211.27,216.2,211.22,89.97
2008-02-13,207.56,211.52,211.71,207.11,73.34
2008-02-12,209.01,210.54,210.72,208.66,66.6
2008-02-11,208.92,210.41,210.96,207.98,71.14
2008-02-05,216.91,215.6,217.16,214.95,72.26
2008-02-04,216.23,212.02,217.16,211.92,106.69
2008-02-01,209.08,210.32,210.7,206.86,87.6
2008-01-31,207.77,202.53,208.87,200.84,99.38
2008-01-30,203.5,210.82,210.93,201.94,112.15
2008-01-29,208.8,210.51,211.31,206.59,83.1
2008-01-28,206.52,211.76,212.64,205.68,76.98
2008-01-25,215.06,213.71,215.21,212.65,100.5
2008-01-24,211.2,211.73,213.35,209.76,94.15
2008-01-23,207.23,210.1,210.89,203.97,103.12
2008-01-22,204.55,206.33,207.91,200.99,128.63
2008-01-21,213.6,218.37,218.48,212.28,98.8
2008-01-18,219.87,214.21,220.54,213.5,106.61
2008-01-17,218.83,218.5,219.66,214.07,104.06
2008-01-16,215.87,216.9,219.44,215.06,88.52
2008-01-15,220.91,224.78,224.83,217.97,98.69
2008-01-14,222.81,224.3,225.86,221.29,75.66
2008-01-11,224.41,232.12,232.46,223.64,87.14
2008-01-10,229.47,232.74,233.71,229.47,84.36
2008-01-09,232.53,227.14,232.53,226.05,81.64
2008-01-08,230.34,231.75,232.32,229.19,88.65
2008-01-07,231,229.39,232.42,229.09,86.7
2008-01-04,235.77,234.62,236.59,230.41,91.5
2008-01-03,234.67,232.94,235.64,230.86,69.04
2008-01-02,235.3,240.47,240.65,235.02,76.14
2007-12-28,241.27,241.23,243.62,240.86,58.65
2007-12-27,243.38,242.7,244.62,241.23,64.19
2007-12-26,243.48,245.87,246.14,242.69,71.61
2007-12-24,245.14,242.25,245.45,241.74,80.73
2007-12-21,239.6,235.77,239.6,232.98,98.44
2007-12-20,234.4,238.64,239.35,234.26,100.03
2007-12-18,236.65,231.79,237.94,229.96,83.45
2007-12-17,234.33,238.51,240.45,234.18,73.1
2007-12-14,241.5,244.51,245.39,239.06,81.66
2007-12-13,245.21,246.32,248.29,242.38,110.27
2007-12-12,247.15,241.93,247.4,241.83,86.69
2007-12-11,246.85,246.22,247.5,243.99,81.5
2007-12-10,244.25,246.93,248.09,243.37,91.04
2007-12-07,247.38,251.69,251.8,247.38,107.68
2007-12-06,249.63,250.8,251.89,248.61,107.71
2007-12-05,247.03,243.24,248.17,242.45,83.5
2007-12-04,244.04,241.88,244.61,241.68,81.71
2007-12-03,241.61,241.95,242.68,239.64,75.04
2007-11-30,241.91,239.72,244.07,239.48,100.2
2007-11-29,238.68,239.42,240.48,237.7,98.89
2007-11-28,232.87,238.99,239.32,232.71,96.15
2007-11-27,236.38,230.68,237.42,227.09,117.53
2007-11-26,236.01,229.43,236.01,228.02,94.08
2007-11-23,225.54,229.15,231.06,222.51,119.75
2007-11-22,228.1,226.73,230.33,224.4,93.92
2007-11-21,228.84,235.96,237.35,228.22,106.73
2007-11-20,236.91,234.58,237.44,230.19,102.54
2007-11-19,239.78,245.42,245.42,239.54,82.69
2007-11-16,244.13,243.09,244.54,239.81,104.7
2007-11-15,247.39,249.79,252.2,245.17,123.9
2007-11-14,250.21,251.01,251.49,248.01,116.54
2007-11-13,244.73,244.21,245.15,239.39,115.92
2007-11-12,243.89,247.89,247.95,241.41,109.6
2007-11-09,252.21,252.83,255.13,249.27,123.68
2007-11-08,249.97,254.38,255.72,249.36,129.83
2007-11-07,258.74,261.78,263.91,258.74,126.29
2007-11-06,259.24,254.72,259.47,254.31,111.06
2007-11-05,253.91,255.05,255.29,250.69,108.74
2007-11-02,254.74,254.77,258.81,254.7,129.93
2007-11-01,260.76,263.06,263.15,258.71,122.33
2007-10-31,260.42,258.78,260.6,257.82,119.11
2007-10-30,258.87,259.51,260.54,256.85,122.93
2007-10-29,260.4,258.38,261.45,257.75,135.22
2007-10-26,255.65,249.95,255.65,247.67,136.89
2007-10-25,248.8,247.47,249.59,244.28,131.03
2007-10-24,243.31,247.03,252.16,241.97,143.31
2007-10-23,244.9,243.9,245.59,240.4,119.3
2007-10-22,239.94,239.85,240.88,236.86,131.71
2007-10-19,248.35,252.34,252.34,248.35,119.13
2007-10-18,252.6,251.08,253.82,249.23,136.28
2007-10-17,250.48,252.6,253.77,244.2,131.88
2007-10-16,253.43,254.91,258.36,252.95,143.59
2007-10-15,257.68,259.24,259.61,254.69,103.68
2007-10-12,257.31,260.25,261.5,256.54,138.23
2007-10-11,261.82,259.66,261.84,258.59,124.22
2007-10-10,259.79,258.65,260.2,257.64,106.79
2007-10-09,256.19,256,257.28,253.56,106.96
2007-10-08,255.87,256.78,257.03,254.38,119.33
2007-10-05,253.63,255.41,255.66,252.98,98.78
2007-10-04,254.92,254.41,256.3,253.53,128.75
2007-10-02,256.8,252.95,256.8,251.91,127.61
2007-10-01,249.3,247.4,250.46,247.06,86.2
2007-09-28,247.2,247.63,247.7,246.04,88.63
2007-09-27,247.1,246.59,247.73,245.52,109.58
2007-09-21,243.45,242.42,243.82,241.35,90.01
2007-09-20,242.42,241.04,243.02,240.38,96.12
2007-09-19,241.08,239.51,241.56,238.97,117.86
2007-09-18,232.42,236.19,236.77,232.14,81.94
2007-09-17,236.72,236.82,237.22,234.16,70.14
2007-09-14,236.54,234.73,237.4,233.71,85.82
2007-09-13,233.86,230.02,234.3,228.41,97.05
2007-09-12,229.44,234.76,234.96,229.4,82.95
2007-09-11,234.12,233.42,234.71,231.2,80.66
2007-09-10,232.44,233.93,233.98,229.33,81.21
2007-09-07,238.92,239.25,240.87,236.84,89.4
2007-09-06,239.61,236.19,239.65,233.77,84.5
2007-09-05,236.61,239.01,241.11,235.73,94.55
2007-09-04,237.91,238.7,241.25,237.56,96.5
2007-09-03,238.72,238.64,239.11,236.51,77.95
2007-08-31,238.28,234.38,238.54,234.36,100.79
2007-08-30,234.22,236.52,237.45,233.51,99.18
2007-08-29,232.32,225.41,233.06,225.31,114.22
2007-08-28,232.38,229.11,232.38,227.23,103.16
2007-08-27,228.65,231.37,232.65,228.57,83.73
2007-08-24,227.18,227.67,228.91,225.18,78.22
2007-08-23,228.6,228.43,230.82,228.01,105.84
2007-08-22,223.24,220.9,224,220.24,84.74
2007-08-21,220.18,220.93,224.12,218.42,93.05
2007-08-20,219.72,216.42,220.08,215.31,118
2007-08-17,208.57,217.05,217.32,207.09,139.15
2007-08-16,215.67,222.71,222.99,214.1,156.75
2007-08-14,230.45,232.63,234.82,228.31,96.21
2007-08-13,233.88,232.19,233.88,229.73,85.21
2007-08-10,230.68,233.77,233.95,229.04,120.47
2007-08-09,241,242.85,243.73,239.84,113.11
2007-08-08,240.07,237.06,240.48,236.25,111.01
2007-08-07,234.5,238.15,238.19,233.23,87.24
2007-08-06,233.92,230.97,233.98,230.61,83.2
2007-08-03,236.91,236.57,238.95,235.48,90.27
2007-08-02,233.84,236.5,238.66,228.41,117.56
2007-08-01,234.36,242.63,242.63,231.26,131.67
2007-07-31,244.32,242.46,244.34,240.09,119.51
2007-07-30,241.39,237.31,241.41,235.22,114.63
2007-07-27,238.34,243.56,243.57,236.15,147.53
2007-07-26,248.75,254.71,255.38,248.74,149.29
2007-07-25,253.93,253.14,254.93,248.75,130.84
2007-07-24,252.61,253.18,253.55,250.15,134.37
2007-07-23,252.28,250.66,252.47,249.2,138.46
2007-07-20,251.45,247.05,251.45,245.62,127.51
2007-07-19,245.7,245.43,247.59,243.71,110.13
2007-07-18,244.92,248.28,248.46,244.92,135.24
2007-07-16,247.91,250.38,251.28,245.85,135.93
2007-07-13,250.19,247.55,250.2,247.17,150.87
2007-07-12,242.86,241.34,244.74,241.33,127.67
2007-07-11,240.46,239.22,242.52,238.48,118.2
2007-07-10,241.02,240,241.28,239.29,120.1
2007-07-09,239.68,237.23,240.49,237.23,156
2007-07-06,236.52,235.5,236.94,233.55,151.6
2007-07-05,234.75,233.83,237.03,233.31,151.62
2007-07-04,233.43,230.61,233.57,230.38,152.95
2007-07-03,229.29,227.29,229.45,226.7,131.49
2007-07-02,224.75,220.88,224.78,220.13,88.34
2007-06-29,221.31,223.09,224.37,221.24,100.25
2007-06-28,222.6,221.93,222.69,220.8,89.63
2007-06-27,220.35,222.34,222.34,219.36,99.64
2007-06-26,222.43,223.92,224.73,220.36,108.78
2007-06-25,223.4,222.73,227.1,222.04,122.89
2007-06-22,224.95,228.65,228.86,223.61,151.41
2007-06-21,227.81,225.65,229.08,224.83,153.19
2007-06-20,226.58,229.76,229.79,225.8,201.95
2007-06-19,229.04,229.75,229.75,227.35,168.02
2007-06-18,228.8,226.27,228.89,225.92,177.66
2007-06-15,224.61,224.85,225.26,223.53,153.69
2007-06-14,224.46,221.05,224.46,220.87,174.02
2007-06-13,218.59,218.72,219.9,217.8,149.66
2007-06-12,219.94,218.02,220.07,217.78,145.06
2007-06-11,218.39,221.38,221.7,217.62,189
2007-06-08,219.8,220.7,221.17,218.36,165.68
2007-06-07,223.17,219.75,223.25,219.04,178.46
2007-06-05,222.37,221.58,222.97,219.6,190.58
2007-06-04,221.9,221.04,222.55,218.68,166.89
2007-06-01,218.74,218.01,222.38,217.3,198.53
2007-05-31,216.45,214.34,216.67,213.58,167.73
2007-05-30,211.76,211.93,211.97,208.82,135.24
2007-05-29,212.06,212.38,212.81,210.87,122.75
2007-05-28,211.88,211.17,212.05,210.56,115.5
2007-05-25,210.54,208.83,210.7,208.63,104.58
2007-05-23,211.15,211.22,211.87,210.14,107.47
2007-05-22,210.69,209.33,210.74,208.47,129.9
2007-05-21,208.74,205.44,208.86,205.41,107.03
2007-05-18,206.69,206.96,207.58,205.17,86.2
2007-05-17,207.35,207.32,207.49,206.48,101.85
2007-05-16,205.62,204.42,205.73,203.79,112.03
2007-05-15,204.22,205.54,207.13,204.12,101.55
2007-05-14,206.28,207.12,208.46,205.47,108.45
2007-05-11,206.06,204.14,206.24,203.33,100.54
2007-05-10,205.51,205.94,207.81,205.51,112.73
2007-05-09,204.77,203.47,204.77,202.78,92.1
2007-05-08,203.51,203.64,204.29,202.76,108.58
2007-05-07,203.57,202.45,203.8,202.42,113.38
2007-05-04,201.56,201.1,201.56,200.29,89.27
2007-05-03,200.67,201.12,201.24,200,83.37
2007-05-02,199.86,199.76,200.43,199.09,82.65
2007-04-30,198.55,197.9,198.55,196.88,67.11
2007-04-27,198.28,198.76,199.53,197.5,98.11
2007-04-26,199.75,200.4,201.23,199.7,116.94
2007-04-25,198.43,200.16,200.27,197.17,151.29
2007-04-24,200.02,198.69,200.21,197.68,122.49
2007-04-23,198.62,198.82,199.88,197.67,117.22
2007-04-20,197.24,195.27,197.24,195.27,106.95
2007-04-19,194.59,197.6,197.67,193.51,106.37
2007-04-18,197.31,197.04,197.86,196.64,98.71
2007-04-17,196.57,197.92,197.96,195.97,106.95
2007-04-16,197.1,196.24,197.29,195.65,110.29
2007-04-13,195.85,196.43,196.77,194.83,103.04
2007-04-12,196.81,194.77,196.82,194.38,111.11
2007-04-11,195.27,194.75,196.15,194.56,124.08
2007-04-10,193.55,193.75,193.94,192.6,113.56
2007-04-09,193.85,192.4,193.92,192.34,129.12
2007-04-06,191.63,192.22,192.34,190.8,88.82
2007-04-05,191.41,192,192.07,190.99,82.2
2007-04-04,191.77,190.59,191.98,190,126.03
2007-04-03,189.12,189.1,189.26,187.67,115.76
2007-04-02,188.56,188.05,189.25,187.97,100.52
2007-03-30,187.6,188.33,188.58,186.98,83.19
2007-03-29,187.44,185.32,187.78,185.01,85.35
2007-03-28,185.96,187.48,188.21,185.06,92.28
2007-03-27,187.68,187.21,188.18,186.19,83.88
2007-03-26,187.19,187.41,188.09,186.43,99.92
2007-03-23,186.89,187.39,187.98,186.33,90.31
2007-03-22,187.15,187.48,188.13,186.97,105.05
2007-03-21,186.24,186.58,187.49,185.22,103.09
2007-03-20,186.34,187.02,187.07,185.82,103.91
2007-03-19,186.31,184.01,186.55,183.4,79.22
2007-03-16,184.42,184.59,185,182.84,64.28
2007-03-15,184.41,183.35,184.75,182.79,68.39
2007-03-14,181.81,182.2,183.17,181.54,74.52
2007-03-13,185.72,186.32,186.42,185.23,73.24
2007-03-12,186.36,184.7,186.42,184.7,79.67
2007-03-09,183.87,185.24,185.43,182.83,79.18
2007-03-08,183.94,182.07,185.31,181.93,95.33
2007-03-07,182.36,182.9,182.91,180.46,78.6
2007-03-06,181.23,178.66,181.42,178.66,76.44
2007-03-05,177.69,180.94,181.45,177.61,84.86
2007-03-02,182.78,181.87,184.02,181.69,112.33
2007-02-28,183.2,180.5,183.2,180.27,163.86
2007-02-27,188.15,189.93,189.93,188.02,82.07
2007-02-26,190.12,189.69,190.24,189.07,77.5
2007-02-23,190.19,190.4,190.46,188.87,101.93
2007-02-22,189.72,188.09,190.58,188.07,94.54
2007-02-21,187.9,188.5,188.7,186.96,82.45
2007-02-20,188.12,187.83,188.2,186.85,68.36
2007-02-16,187.57,186.9,187.58,186.12,90.45
2007-02-15,186.82,187.64,187.71,186.5,88.28
2007-02-14,185.72,184.77,186.39,184.77,85.12
2007-02-13,183.29,182.59,184.17,182.18,73.88
2007-02-12,182.8,183.22,183.22,181.36,72.72
2007-02-09,184.72,184.4,185.47,184.13,71.6
2007-02-08,184.25,184.43,185.29,183.23,69.98
2007-02-07,184.67,185.34,185.39,183.66,76.57
2007-02-06,185.09,183.46,185.12,183.17,78.22
2007-02-05,183.73,183.21,184.13,182.66,74.82
2007-02-02,183.2,179.58,183.23,179.54,101.73
2007-02-01,179.1,176.89,179.1,176.21,73.26
2007-01-31,175.99,178.01,178.01,175.65,95.42
2007-01-30,177.45,176.7,177.68,176.08,56.02
2007-01-29,176.41,178.32,178.57,176.2,55.76
2007-01-26,177.58,177.83,178.65,176.88,54.21
2007-01-25,179.12,180.6,180.6,178.73,60.36
2007-01-24,179.37,177.81,179.52,177.64,70.66
2007-01-23,176.9,175.44,177.33,175.35,62.95
2007-01-22,176.83,176.81,177.01,174.75,69.03
2007-01-19,176.23,177.21,177.84,175.62,84.32
2007-01-18,179.12,178.33,179.3,177.57,64.49
2007-01-17,178.5,180.05,180.05,176.98,84.99
2007-01-16,179.73,179.98,180.31,179.14,69.75
2007-01-15,179.82,180.55,180.66,179.09,63.39
2007-01-12,179.36,178.21,179.64,177.29,91.62
2007-01-11,176.26,175.21,177.67,174.99,107.02
2007-01-10,174.99,177.22,177.22,173.58,111.85
2007-01-09,177.52,177.91,178.58,176.64,95.96
2007-01-08,177.08,177.8,178.86,176.45,91.99
2007-01-05,179.1,180.71,180.97,177.33,153.67
2007-01-04,180.52,182.26,182.3,179.32,106.06
2007-01-03,182.13,185.84,186.02,182.13,85.19
2007-01-02,185.7,186.02,186.15,184.91,66.88
2006-12-28,185.39,185.45,185.93,184.26,66.51
2006-12-27,184.3,184.56,184.96,183.46,55.15
2006-12-26,185.62,185.59,186.49,184.02,89.35
2006-12-22,185.98,185.26,186.29,185.25,80.13
2006-12-21,185.81,186.8,187.06,185.48,76.55
2006-12-20,186.54,184.92,187.07,184.92,106.36
2006-12-19,184.63,185.08,185.82,184.31,77.54
2006-12-18,185.38,184.55,186.02,184.54,100.39
2006-12-15,183.82,183.51,184.45,182.62,179.85
2006-12-14,183.57,179.04,183.57,177.83,108.72
2006-12-13,178.75,177.76,179.3,177.49,66.01
2006-12-12,177.93,179.7,179.86,177.44,66.84
2006-12-11,179.5,179.45,180.25,179.32,57.19
2006-12-08,179.49,180.84,180.84,178.94,87.08
2006-12-07,182.19,182.35,182.97,181.76,98.13
2006-12-06,182.6,183.8,183.83,180.77,87.18
2006-12-05,183.53,185.11,185.64,183.5,116.6
2006-12-04,184.31,184.83,185.11,184.27,76.61
2006-12-01,185.28,185.12,185.54,184.43,76.02
2006-11-30,184.96,184.47,185.41,184.47,92.11
2006-11-29,183.8,182.69,184.15,182.64,92.16
2006-11-28,182.42,181.95,182.76,181.62,79.5
2006-11-27,184.27,183.61,184.34,183,89.39
2006-11-24,183.91,183.87,184.36,182.61,108.29
2006-11-23,183.77,183.8,184.48,183.12,90.79
2006-11-22,184.24,181.92,184.27,181.91,101.95
2006-11-21,182.06,181.76,182.25,181.34,99.98
2006-11-20,181.6,183.13,183.16,181.41,99.14
2006-11-17,182.94,183.18,183.53,182.23,113.84
2006-11-16,182.69,183.56,183.56,182.45,114.47
2006-11-15,182.9,182.87,183.07,182.11,99.28
2006-11-14,182.3,181.75,182.34,181.34,88.47
2006-11-13,180.93,181.3,181.35,179.51,74.49
2006-11-10,180.78,180.55,181.42,180.29,75.08
2006-11-09,181.31,178.93,181.31,178.89,83.76
2006-11-08,178.61,179.97,180.27,178.51,100.53
2006-11-07,179.45,179.72,180.18,179.19,89.03
2006-11-06,178.41,178.51,178.51,176.37,102.78
2006-11-03,179.14,179.34,179.42,178.56,89.14
2006-11-02,179.22,177.58,179.22,177.41,84.26
2006-11-01,177.94,177.76,178.5,176.97,91.47
2006-10-31,176.84,176.04,176.91,175.2,150.19
2006-10-30,175.99,177.05,177.06,175.65,67.44
2006-10-27,177.85,179.06,179.24,176.98,82.77
2006-10-26,178.53,178.51,179,177.91,89.22
2006-10-25,178.2,177.78,178.69,177.4,80.7
2006-10-24,177.49,178.48,178.6,177.15,94.09
2006-10-23,177.36,177.66,177.97,176.51,86.92
2006-10-20,177.35,176.49,177.71,176.45,113.64
2006-10-19,176.11,176.46,176.82,175.57,110.64
2006-10-18,176.19,175.11,176.52,174.11,120.9
2006-10-17,175.85,176.98,176.98,174.42,97.2
2006-10-16,176.51,176.47,176.77,175.62,91.95
2006-10-13,175.42,175.48,176.08,175.04,136.45
2006-10-12,173.1,172.54,174.09,172.25,87.88
2006-10-11,172.51,171.47,173.43,171.23,90.83
2006-10-10,172.78,172.31,173.65,172.24,113.18
2006-10-09,171.78,176.22,177.43,169.57,163.99
2006-10-04,175.48,177.4,178.21,174.68,106.78
2006-10-02,178.46,177.91,179.43,177.53,139.54
2006-09-29,178.05,178.67,178.95,177.56,121.16
2006-09-28,178.21,177.09,178.36,176.61,105.23
2006-09-27,176.74,175.65,176.93,175.62,104.05
2006-09-26,174.58,176.78,176.9,173.88,87.99
2006-09-25,176.03,175.04,176.45,174.69,79.91
2006-09-22,175,176.22,176.48,174.27,95.2
2006-09-21,177.31,178.24,178.99,176.87,88.18
2006-09-20,177.34,177.3,177.71,175.81,82.91
